time,p2p 0.1d %,p2p 0.2d %,p2p 0.3d %,p2p 0.4d %,p2p 0.5d %,p2p 0.8d %,,cs 0.1d %,cs 0.2d %,cs 0.3d %,cs 0.4d %,cs 0.5d %
379000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
380000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
381000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
382000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
383000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
384000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
385000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
386000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
387000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
388000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
389000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
390000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
391000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
392000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
393000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
394000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
395000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
396000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
397000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
398000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
399000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
400000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
401000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
402000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
403000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
404000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
405000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
406000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
407000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
408000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
409000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
410000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
411000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
412000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
413000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
414000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
415000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
416000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
417000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
418000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
419000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
420000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
421000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
422000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
423000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
424000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
425000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
426000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
427000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
428000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
429000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
430000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
431000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
432000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
433000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
434000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
435000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
436000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
437000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
438000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
439000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
440000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
441000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
442000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
443000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
444000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
445000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
446000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
447000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
448000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
449000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
450000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
451000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
452000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
453000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
454000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
455000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
456000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
457000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
458000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
459000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
460000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
461000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
462000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
463000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
464000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293674699,,,,,,
465000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.294176707,,,,,,
466000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.294678715,,,,,,
467000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.294678715,,,,,,
468000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.295180723,,,,,,
469000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.295180723,,,,,,
470000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.295180723,,,,,,
471000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.295180723,,,,,,
472000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.296184739,,,,,,
473000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.296184739,,,,,,
474000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.296686747,,,,,,
475000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.297188755,,,,,,
476000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.297690763,,,,,,
477000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.298192771,,,,,,
478000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.299196787,,,,,,
479000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.299698795,,,,,,
480000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.300200803,,,,,,
481000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.300702811,,,,,,
482000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.301706827,,,,,,
483000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.302208835,,,,,,
484000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.302208835,,,,,,
485000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.302710843,,,,,,
486000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.303212851,,,,,,
487000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.303714859,,,,,,
488000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.304216867,,,,,,
489000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.304718876,,,,,,
490000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.305722892,,,,,,
491000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.3062249,,,,,,
492000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.306726908,,,,,,
493000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.307228916,,,,,,
494000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.307730924,,,,,,
495000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.308232932,,,,,,
496000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.30873494,,,,,,
497000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.309236948,,,,,,
498000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.309236948,,,,,,
499000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.310240964,,,,,,
500000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.310742972,,,,,,
501000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.31124498,,,,,,
502000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.311746988,,,,,,
503000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.312248996,,,,,,
504000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.312751004,,,,,,
505000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.312751004,,,,,,
506000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.313253012,,,,,,
507000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.314257028,,,,,,
508000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.314257028,,,,,,
509000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.314759036,,,,,,
510000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.315261044,,,,,,
511000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.315261044,,,,,,
512000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.315763052,,,,,,
513000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.316767068,,,,,,
514000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.317269076,,,,,,
515000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.317771084,,,,,,
516000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.317771084,,,,,,
517000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.318273092,,,,,,
